ID,Kaynak,İcerik,Kategori
,,"İşçi ücretini alamadığında işten kaçınabilir mi, bu durumda işverenle nasıl bir uzlaşma sağlanabilir, işçi hakları nasıl korunur, iş hukuku nasıl uygulanır, işçi sendikaları nasıl bir rol oynar, işverenle nasıl bir iletişim kurulmalıdır?",Mobbing ve Çalışma Koşulları
,,"Hukuki olarak öğrenmek istediğim bir durum var: Ara dinlenmesi süresi için işverenle anlaşmazlık yaşadım, nasıl çözüm bulabilirim?",Yıllık İzin ve Dinlenme Süreleri
,,"Tatil günlerinde çalışmak zorunda kaldım, bu konuda ne yapabilirim?","Ücret, Fazla Mesai ve Yan Haklar"
,,"İş yerinde şöyle bir sorun yaşıyorum: Bir işçi, işyeri malını hasara uğratması durumunda işveren tarafından nasıl bir işlem yapılabilir?",Haklı Nedenle Fesih ve İstifa
,,Danışmak istediğim konu şu: Ücret alacaklarında zaman aşımı süresi var mıdır?,"Ücret, Fazla Mesai ve Yan Haklar"
,,İş yerinde şöyle bir sorun yaşıyorum: Çalışma koşullarında yapılan değişiklikler geçmişe etkili olarak yürürlüğe konulur mu?,Mobbing ve Çalışma Koşulları
,,Geçici iş ilişkisi ile ilgili detaylı bir açıklama istiyorum.,Genel Bilgilendirme ve Diğer
,,"Merhabalar, Geçici işçilerin hak ve sorumlulukları hakkında bilgi istiyorum.",Genel Bilgilendirme ve Diğer
,,Bir sorum olacaktı; İşçilere dolar ile ödeme yapılabilir mi?,"Ücret, Fazla Mesai ve Yan Haklar"
,,"Kıdem tazminatı stajyerler için de geçerli mi, bu konuda bilgi istiyorum?",Kıdem ve İhbar Tazminatı
,,İşveren tarafından işçinin onayı alınmadan başka bir işyerine görevlendirilmesi çalışma koşullarının ihlali olarak kabul edilir.,Mobbing ve Çalışma Koşulları
,,"İşveren işe iade kararına uymazsa, tazminatlarımı mahsup eder.",İşe İade ve İş Güvencesi
,,"Çırak olarak bir işyerinde çalışıyorum, işten ayrıldığımda kıdem tazminatı ödemesi yapılabilir mi?",Kıdem ve İhbar Tazminatı
,,Sağlık sorunları nedeniyle iş sözleşmesinin feshedilmesi için hangi belgeler gerekir.,Haklı Nedenle Fesih ve İstifa
,,Hukuki olarak öğrenmek istediğim bir durum var: İşçiye yapılan ödemelerin sözleşme şartlarına uygun olmaması haklı nedenle istifa hakkı doğurur.,Haklı Nedenle Fesih ve İstifa
,,"İşveren tarafından tatil günlerinde çalıştırılmaktayım, ücretim nasıl belirlenir?","Ücret, Fazla Mesai ve Yan Haklar"
,,"İşyerinde haftada 44 saat çalıştırılıyorum, fazla mesai ücretimi nasıl talep edebilirim?","Ücret, Fazla Mesai ve Yan Haklar"
,,İş sözleşmesinin haklı nedenle feshi nedir ve nasıl yapılır?,Haklı Nedenle Fesih ve İstifa
,,"Bir sorum olacaktı; İşyerindeki cinsel taciz olayı üzerine yetkililere şikayette bulundum, ancak herhangi bir önlem alınmadı, bu sebeple işten ayrılmak zorundayım.",Haklı Nedenle Fesih ve İstifa
,,Hukuki olarak öğrenmek istediğim bir durum var: Kadın işçiler evlilik nedeniyle işten ayrılırsa kıdem tazminatı alabilirler mi.,Kıdem ve İhbar Tazminatı
,,"Yıllık izin günlerimden mazeret izinlerimin çıkarılması doğru mudur, bu konuda hangi yaptırımlar uygulanır?",Yıllık İzin ve Dinlenme Süreleri
,,Danışmak istediğim konu şu: Hangi işlerde geçici iş ilişkisi söz konusu olmaz?,Genel Bilgilendirme ve Diğer
,,"Merhabalar, Çıraklık sözleşmesi ile bir işyerinde çalışıyorum, işten ayrılma durumunda kıdem tazminatı alabilir miyim?",Kıdem ve İhbar Tazminatı
,,"Hukuki olarak öğrenmek istediğim bir durum var: Ustanın sorumluluklarını üstlenen bir işçi, daha fazla maaş talep edebilir mi?","Ücret, Fazla Mesai ve Yan Haklar"
,,Bir sorum olacaktı; Geçici işçilerin hak ve sorumlulukları hakkında genel bilgi istiyorum.,Genel Bilgilendirme ve Diğer
,,Evlilik nedeniyle işten ayrılan bir kadın işçinin kıdem tazminatı hakkı var mıdır.,Kıdem ve İhbar Tazminatı
,,Hukuki olarak öğrenmek istediğim bir durum var: İş sözleşmesinin işveren tarafından derhal feshi hangi koşullar geçerli olur ve hangi hukuki sonuçları doğurur?,Haklı Nedenle Fesih ve İstifa
,,"İş yerinde şöyle bir sorun yaşıyorum: Deniz ve hava taşımacılığı, tarım ve orman işleri, ev hizmetleri, sporcular ve çıraklar hakkında bu kanun uygulanmaz.",Genel Bilgilendirme ve Diğer
,,Danışmak istediğim konu şu: İşyerinin satılması durumunda işçi kıdem tazminatının ödenmesini isteyebilir mi?,Kıdem ve İhbar Tazminatı
,,iş günü içinde fesih hakkımı kullanmak zorundayım.,Kıdem ve İhbar Tazminatı
,,İş yerinde şöyle bir sorun yaşıyorum: İşyeri devri sonrasında işçilerin eski borçları için yeni şirket sorumlu mudur?,"Ücret, Fazla Mesai ve Yan Haklar"
,,"Merhabalar, Haftada 3 saat fazla çalışma yaptırılan işçiye, ücreti nasıl ödenmelidir?","Ücret, Fazla Mesai ve Yan Haklar"
,,İş yerinde şöyle bir sorun yaşıyorum: Evlilik nedeniyle işten ayrılma kıdem tazminatı ödenmesini etkiler mi.,Kıdem ve İhbar Tazminatı
,,"Bir sorum olacaktı; Mazeret izni alan bir işçinin yıllık izin hakkı nasıl hesaplanır, bu konuda hangi kanuni düzenlemeler var?",Yıllık İzin ve Dinlenme Süreleri
,,"Fesih öncesinde bildirimde bulunmayan taraf, ihbar tazminatı ödemelidir, belirsiz süreli iş sözleşmesinin feshinde.",Kıdem ve İhbar Tazminatı
,,İş yerinde şöyle bir sorun yaşıyorum: Sözleşme hükümlerine uygun ücretin ödenmemesi veya eksik ödenmesi işçi için haklı nedenle istifa hakkı doğurur.,Haklı Nedenle Fesih ve İstifa
116.0,csgb/SSS,Geçici iş ilişkisi nedir?,Genel Bilgilendirme ve Diğer
,,Bir sorum olacaktı; Ücretin devir veya temlik edilebilecek oranı hakkında bilgi verebilir misiniz?,"Ücret, Fazla Mesai ve Yan Haklar"
,,"Telafi çalışması, işverenin bayram sonrası izin karşılığında talep edebileceği bir hak mıdır?",Genel Bilgilendirme ve Diğer
,,"Danışmak istediğim konu şu: İşveren, sendika üyeliği veya sendikal faaliyetlere katılmamı geçerli fesih nedeni olarak gösteremez.",İşe İade ve İş Güvencesi
,,"Haklı nedenle fesih, işverenin işyerinde iş güvenliğini tehlikeye atan işçiyi derhal fesih etmesine olanak tanır.",Kıdem ve İhbar Tazminatı
,,Eski şirket işçilerin devirden önceki alacaklarını ödemek zorunda mı?,"Ücret, Fazla Mesai ve Yan Haklar"
,,Grev veya lokavt sırasında işverenler geçici işçi çalıştırma haklarını nasıl kullanabilirler?,Genel Bilgilendirme ve Diğer
,,Ücretin devir veya temlik edilebilecek oranı hakkında bilgi verebilir misiniz?,"Ücret, Fazla Mesai ve Yan Haklar"
,,"Bir işçi ücretini alamadığında işten kaçınabilir mi, bu durumda işverenle nasıl bir uzlaşma sağlanabilir, işçi hakları nasıl korunur, iş hukuku nasıl uygulanır, işçi sendikaları nasıl bir rol oynar?",Mobbing ve Çalışma Koşulları
,,"Bir sorum olacaktı; İşveren, işçinin ihmali sonucu işyeri malının hasar görmesi durumunda nasıl bir action alabilir?",Haklı Nedenle Fesih ve İstifa
,,"aydır maaşını alamayan işçi, işverenini şikayet edebilir mi?","Ücret, Fazla Mesai ve Yan Haklar"
,,"Fesih bildirimine uyulmaması, belirsiz süreli iş sözleşmesinin feshinde ihbar tazminatına neden olur.",Kıdem ve İhbar Tazminatı
,,İş yerinde şöyle bir sorun yaşıyorum: Hangi sağlık sorunları iş sözleşmesinin feshedilmesini gerektirir.,Haklı Nedenle Fesih ve İstifa
,,"Tarım ve orman işleri, ev hizmetleri, sporcular, 50'den az işçi çalıştıran işyerleri, aile ekonomisi sınırları içindeki işler, deniz ve hava taşımacılığı, çıraklar ve İş Kanunu hükümleri uygulanmaz.",Genel Bilgilendirme ve Diğer
,,Bir sorum olacaktı; İşçiden kesilen paranın kullanım amacı ve hukuki dayanağı nedir?,"Ücret, Fazla Mesai ve Yan Haklar"
,,"Hukuki olarak öğrenmek istediğim bir durum var: İşyerinde haftada 44 saat çalıştırılıyorum, fazla mesai ücretimi nasıl talep edebilirim?","Ücret, Fazla Mesai ve Yan Haklar"
,,Geçici iş ilişkisi ile ilgili detaylı bir açıklama istiyorum.,Genel Bilgilendirme ve Diğer
,,"Yeni bir iş buldum, 11 yıllık firmamdaki görevimden istifa ediyorum, haklarımdan feragat ediyor muyum?",Haklı Nedenle Fesih ve İstifa
,,"Danışmak istediğim konu şu: Yıllık izin hakkımı kullanmak için işverene başvurmak zorundayım, işveren bunu reddedemez.",Yıllık İzin ve Dinlenme Süreleri
,,"Merhabalar, Mazeret izni alan bir işçinin yıllık izin hakkı nasıl hesaplanır, bu konuda hangi mercilere başvurabilirim?",Yıllık İzin ve Dinlenme Süreleri
,,"Bir sorum olacaktı; Ben bir firmada 11 yıldır çalışıyorum
 başka bir iş buldum , istifa ettiğim zaman hiç hak talep edemiyorum dimi ?",Haklı Nedenle Fesih ve İstifa
,,"Danışmak istediğim konu şu: Aileme karşı yapılan hakaretler nedeniyle işimi bırakmak zorunda kaldım, bu durum işverenin hatasıdır.",Haklı Nedenle Fesih ve İstifa
,,"Bir sorum olacaktı; Bildirim şartına uymayan taraf, ihbar tazminatı ödemek zorundadır, belirsiz süreli iş sözleşmesinin feshinde.",Kıdem ve İhbar Tazminatı
,,"Bir sorum olacaktı; yıl çalıştıktan sonra yeni bir iş için ayrılıyorum, haklarım elimde mi?",Haklı Nedenle Fesih ve İstifa
,,"Merhabalar, İşçiden kesilen ücretin amacı, hukuki dayanağı, kullanım amacı ve yeri hakkında bilgi istiyorum.","Ücret, Fazla Mesai ve Yan Haklar"
145.0,csgb/SSS,Çalışılmış gibi sayılan 4 aylık sürenin sigorta primi ödenir mi?,"Ücret, Fazla Mesai ve Yan Haklar"
,,"Bir diğer işçi tarafından cinsel tacize uğradım, işveren ise bunu görmezden geliyor, bu nedenle işten çıkarma talebinde bulunuyorum.",Haklı Nedenle Fesih ve İstifa
,,İş yerinde şöyle bir sorun yaşıyorum: Tatil günlerinde çalışan işçilere nasıl bir ücret ödenmesi gerekiyor?,"Ücret, Fazla Mesai ve Yan Haklar"
,,"İş yerinde şöyle bir sorun yaşıyorum: İş güvencesi kapsamında işe iade kararı alan işçi, işverene başvurmak için kaç gün süresi var?",İşe İade ve İş Güvencesi
,,"Ben bir işçiyim, bayram günlerinde çalışıyorum, ama işverenim ücretimi tam olarak ödemiyor.","Ücret, Fazla Mesai ve Yan Haklar"
,,Ücretlerin banka yoluyla ödenmesi hakkında işçilerin sorumlulukları nelerdir?,"Ücret, Fazla Mesai ve Yan Haklar"
,,"aydır maaşını alamayan işçi, işverenini şikayet edebilir mi?","Ücret, Fazla Mesai ve Yan Haklar"
,,Bir sorum olacaktı; Haklı nedenle fesih hakkı hangi durumlarda uygulanır ve hangi hukuki sonuçları doğurur?,Haklı Nedenle Fesih ve İstifa
,,Bir sorum olacaktı; Kıdem tazminatı alma hakkı için 4857 sayılı İş Kanunu’nun 24 üncü maddesi uyarınca iş sözleşmesini fesheden işçi hangi hakları sahiptir?,Kıdem ve İhbar Tazminatı
,,"İşe iade davası kazandım, ancak işveren işe başlatmadı, tazminatlarımı geri ödemek zorundasın.",İşe İade ve İş Güvencesi
,,İş yerinde şöyle bir sorun yaşıyorum: Yıllık izin süresi nasıl hesaplanır?,Yıllık İzin ve Dinlenme Süreleri
,,"Bayram sonrası izinlerin telafi çalışması ile ödenmesi, mümkün müdür?",Genel Bilgilendirme ve Diğer
,,"İş yerinde şöyle bir sorun yaşıyorum: Mahkeme kararıyla işe iade edilen işçi, işverene başvurmak için kaç gün süremiz var?",İşe İade ve İş Güvencesi
,,Sözleşmede belirtilen ücretin ödenmemesi işçi için haklı nedenle fesih hakkı doğurur.,Haklı Nedenle Fesih ve İstifa
,,"Merhabalar, Kısmi süreli çalışan işçilerin tam süreli çalışan işçilere göre daha fazla iş yükü ile karşı karşıya kalması mobbingin bir şekli olabilir.",Mobbing ve Çalışma Koşulları
,,İş yerinde şöyle bir sorun yaşıyorum: Ücret artışlarının hangi kriterlere göre yapıldığını öğrenmek istiyorum.,"Ücret, Fazla Mesai ve Yan Haklar"
,,"İş yerinde şöyle bir sorun yaşıyorum: İş güvencesi kapsamında işe iade davası kazandım, ancak işveren işe başlatmadı, tazminatlarımı mahsup ediyorlar.",İşe İade ve İş Güvencesi
88.0,csgb/SSS,Çalışma koşullarında yapılan değişiklikler geçmişe etkili olarak yürürlüğe konulur mu?,Mobbing ve Çalışma Koşulları
,,"Aile ekonomisi sınırları içindeki işler, ev hizmetleri, sporcular, deniz ve hava taşımacılığı, 50'den az işçi çalıştıran işyerleri, çıraklar, tarım ve orman işleri ve İş Kanunu'nun uygulanmadığı durumlar hakkında bilgi.",Genel Bilgilendirme ve Diğer
,,Bir sorum olacaktı; Sözleşme hükümlerine uygun ücretin ödenmemesi veya eksik ödenmesi işçi için haklı nedenle fesih hakkı verir.,Haklı Nedenle Fesih ve İstifa
,,"Beni holdingin başka bir işyerine gönderdiler, onayımı almadılar, bu çalışma koşullarında değişiklik ve hukuka aykırı değil mi?",Mobbing ve Çalışma Koşulları
,,"Usta gibi çalışıyorum, daha fazla para alabilir miyim?","Ücret, Fazla Mesai ve Yan Haklar"
,,"Ücretin devir veya temlik edilebilecek oranı nedir, hangi işveren yükümlülüklerine göre, hangi yargı kararlarına göre?","Ücret, Fazla Mesai ve Yan Haklar"
,,sayılı İş Kanunu’nun 24 üncü maddesi uyarınca iş sözleşmesini fesheden işçi kıdem tazminatını hangi oranda alır?,Kıdem ve İhbar Tazminatı
,,Bir sorum olacaktı; Usta gibi çalıştığım için daha fazla ücret talep edebilir miyim?,"Ücret, Fazla Mesai ve Yan Haklar"
,,"Merhabalar, Cinsel taciz nedeniyle işyerinde yaşadığım travma nedeniyle işten ayrılmak zorunda kaldım, yetkililerin ihmali nedeniyle fesih hakkı doğdu.",Haklı Nedenle Fesih ve İstifa
,,İş yerinde şöyle bir sorun yaşıyorum: Sözleşme hükümlerine uygun ücretin ödenmemesi veya eksik ödenmesi işçi için haklı nedenle istifa hakkı doğurur.,Haklı Nedenle Fesih ve İstifa
135.0,csgb/SSS,Yıllık ücretli izin kullanılırken bir başka işte çalışılabilir mi?,Yıllık İzin ve Dinlenme Süreleri
,,"Grev ve lokavt sırasında işverenler geçici işçi çalıştırabilir mi, bu konuda bir düzenlemeye ihtiyaç var mı?",Genel Bilgilendirme ve Diğer
,,"İşverenim tarafından haftada 44 saat çalıştırılıyorum, fazla mesai ücretimi ödemiyor, haklarım neler?","Ücret, Fazla Mesai ve Yan Haklar"
,,aylık maaşını ödemeyen işverenle nasıl mücadele edebilirim?,"Ücret, Fazla Mesai ve Yan Haklar"
,,"Mevsimlik veya kampanya işlerinde çalışanlar yıllık izin hakkından yararlanamazlar, bu hukuka aykırıdır.",Yıllık İzin ve Dinlenme Süreleri
,,Ücretlerin banka yoluyla ödenmesi hakkında işçiler hangi hakları kullanabilir?,"Ücret, Fazla Mesai ve Yan Haklar"
,,"İş yerinde şöyle bir sorun yaşıyorum: Aile ekonomisi sınırları içindeki işler, ev hizmetleri, sporcular, deniz ve hava taşımacılığı, 50'den az işçi çalıştıran işyerleri, çıraklar ve tarım ve orman işleri hakkında İş Kanunu hükümleri uygulanmaz.",Genel Bilgilendirme ve Diğer
,,"Ücretini zamanında alamayan işçi, iş görmekten kaçınabilir mi, bu davranış iş sözleşmesinin feshine neden olur mu?",Mobbing ve Çalışma Koşulları
,,"Merhabalar, Kıdem tazminatı stajyerler için de geçerli mi?",Kıdem ve İhbar Tazminatı
,,"Holdingin başka bir işyerine geçici görevlendirme için işçinin onayı alınması zorunludur, aksi takdirde çalışma koşullarında değişiklik sayılır.",Mobbing ve Çalışma Koşulları
,,"Merhabalar, Bir işçinin kıdem tazminatı hakkı 10.000 TL net ücret üzerinden hesaplanırsa kaç liradır?",Kıdem ve İhbar Tazminatı
,,İşçinin ihmali sonucu işyeri malının hasar görmesi halinde işveren hangi haklara sahiptir?,Haklı Nedenle Fesih ve İstifa
,,İzinler için telafi çalışması yaptırma işverenin yetkisi dahilinde midir?,Genel Bilgilendirme ve Diğer
,,"İhbar tazminatı ödememek için, belirsiz süreli iş sözleşmesinin feshinden önce bildirimde bulunmak gerekir.",Kıdem ve İhbar Tazminatı
,,"Merhabalar, Bir işçi, işyeri malını hasara uğratması durumunda nasıl bir sonuçla karşı karşıya kalabilir?",Haklı Nedenle Fesih ve İstifa
,,İş yerinde şöyle bir sorun yaşıyorum: İşveren tarafından yapılan haklı fesihler hangi durumlarda gerçekleşir ve hangi sonuçları doğurur?,Haklı Nedenle Fesih ve İstifa
,,"Danışmak istediğim konu şu: İhbar tazminatı nedir, hangi hallerde ödenmektedir?",Kıdem ve İhbar Tazminatı
,,"Merhabalar, Yıllık izin günlerimden mazeret izinlerimin çıkarılması doğru mudur, bu konuda hangi kanun maddelerine başvurabilirim?",Yıllık İzin ve Dinlenme Süreleri
,,"İş yerinde şöyle bir sorun yaşıyorum: Geçici iş ilişkisi nedir, worker'lar için ne anlam ifade eder?",Genel Bilgilendirme ve Diğer
,,"Merhabalar, Maaşımın ne kadarı devir veya temlik edilebilir, hangi kanun hükümlerine göre?","Ücret, Fazla Mesai ve Yan Haklar"
,,"Bir sorum olacaktı; Ücretin devir veya temlik edilebilecek oranı hakkında bilgi verebilir misiniz, hangi yargı kararlarına göre?","Ücret, Fazla Mesai ve Yan Haklar"
153.0,https://forum.donanimhaber.com/is-hukuku-ve-isci-haklarina-dair-sorularinizi-cevapliyorum--113737648,"Bir işyerinde aynı statüde çalışanların farklı maaş alması yasal mıdır? Bahsi geçen firma kurumsal bir firmadır. Bundan yaklaşık 10 yıl önce özelleştirildi. Devlet zamanından kalanlar yüksek maaş almakta. Özelleştikten sonra işe girenler ise yaklaşık %25-30 daha az maaş almakta. Her şeyiyle aynı statüdeyiz, yapılan iş aynı, çalışma saatleri her şeyiyle aynı fakat maaş farklı. Bunun yasal olup olmadığını merak ediyorum ben de.","Ücret, Fazla Mesai ve Yan Haklar"
,,İşveren tarafından yapılan şeref ve haysiyet kırıcı sözler beni işten ayrılmaya zorluyor.,Haklı Nedenle Fesih ve İstifa
,,Danışmak istediğim konu şu: Mevsimlik işçiler yıllık izin alma hakkına sahipler mi?,Yıllık İzin ve Dinlenme Süreleri
,,"Bir sorum olacaktı; Ben işyerimde bayram günlerinde çalıştım, ama işverenim bana fazla ücret ödemiyor.","Ücret, Fazla Mesai ve Yan Haklar"
,,Geçici işçilere karşı işverenlerin yükümlülükleri nelerdir?,Genel Bilgilendirme ve Diğer
